label,message
ham,U calling me right? Call my hand phone...
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham,On the road so cant txt
ham,Cancel cheyyamo?and get some money back?
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe"
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186
ham,Pls send me the correct name da.
ham,No b4 Thursday
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...
ham,THIS IS A LONG FUCKIN SHOWR
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16"
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
ham,Nope... Think i will go for it on monday... Sorry i replied so late
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+"
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,I'm going for bath will msg you next min..
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
ham,I plane to give on this month end.
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,I have no idea where you are
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,Sorry . I will be able to get to you. See you in the morning.
ham,Eh u send wrongly lar...
ham,If we win its really no 1 side for long time.
ham,"\I;m reaching in another 2 stops.\"""""
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,This pain couldn't have come at a worse time.
ham,"That's what I love to hear :V see you sundayish, then"
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
ham,Did you try making another butt.
ham,I'm leaving my house now...
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
ham,Can Ì_ send me a copy of da report?
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,Was playng 9 doors game and gt racing on phone lol
ham,Send me your resume:-)
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
ham,All day working day:)except saturday and sunday..
ham,I like cheap! But i‰Û÷m happy to splash out on the wine if it makes you feel better..
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of Lacs.there is no source to arng dis amt. lacs..thats my prob
ham,"Hey , is * rite u put åÈ10 evey mnth is that all?"
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
ham,\Keep ur problems in ur heart
ham,Cant think of anyone with * spare room off * top of my head
ham,Am in film ill call you later.
ham,S'fine. Anytime. All the best with it.
ham,No calls..messages..missed calls
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,Will be out of class in a few hours. Sorry
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
spam,tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,Have you seen who's back at Holby?!
ham,I‰Û÷m going to try for 2 months ha ha only joking
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham,Ho ho - big belly laugh! See ya tomo
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
ham,ILL B DOWN SOON
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
ham,That's a shame! Maybe cld meet for few hrs tomo?
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
ham,I'm always looking for an excuse to be in the city.
ham,Got it..mail panren paru..
ham,Just glad to be talking to you.
ham,Nobody names their penis a girls name this story doesn't add up at all
ham,Wait min..
ham,Alex says he's not ok with you not being ok with it
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
ham,Ard 4 lor...
spam,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face .joker face.
ham,"Aight, text me tonight and we'll see what's up"
ham,"K, I'll work something out"
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
ham,Hi. I'm sorry i missed your call. Can you pls call back.
ham,K go and sleep well. Take rest:-).
ham,Dear i am not denying your words please
ham,If you r @ home then come down within 5 min
ham,"He will, you guys close?"
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
ham,Oh k.k..where did you take test?
ham,Arun can u transfr me d amt
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear & best friends.. GOODEVENING Dear..:)
ham,You are a very very very very bad girl. Or lady.
ham,Did u find out what time the bus is at coz i need to sort some stuff out.
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,Oh god. I'm gonna Google nearby cliffs now.
ham,Here got lots of hair dresser fr china.
ham,I not busy juz dun wan 2 go so early.. Hee..
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,* Am on a train back from northampton so i'm afraid not!
ham,"Why is that, princess? I bet the brothas are all chasing you!"
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
ham,No shoot me. I'm in the docs waiting room. :/
ham,"Yeah, that's fine! It's å£6 to get in, is that ok?"
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
ham,"Great. I'm in church now, will holla when i get out"
ham,"‰Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \"" ham"""
ham,I don't know but I'm raping dudes at poker
ham,Tell them u have a headache and just want to use 1 hour of sick time.
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,Just got to
ham,Am not interested to do like that.
ham,"Since when, which side, any fever, any vomitin."
ham,What should i eat fo lunch senor
ham,Nt yet chikku..simple habba..hw abt u?
ham,Poor girl can't go one day lmao
ham,No prob. I will send to your email.
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
ham,Will you come online today night
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,Ok i'm coming home now.
ham,Watching ajith film ah?
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
ham,Do you know when the result.
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
ham,So lets make it saturday or monday as per convenience.
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
ham,Heehee that was so funny tho
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,\ER
ham,Did u download the fring app?
ham,I'm at home. Please call
ham,Let me know when you've got the money so carlos can make the call
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
ham,Lol ok. I'll snatch her purse too.
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
ham,Yes i thought so. Thanks.
ham,None of that's happening til you get here though
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,Yeah right! I'll bring my tape measure fri!
ham,Now got tv 2 watch meh? U no work today?
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611
ham,Booked ticket for pongal?
ham,"U so lousy, run already come back then half dead... Hee..."
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip & don't worry.
ham,Fine. Do you remember me.
ham,Exactly. Anyways how far. Is jide her to study or just visiting
ham,Yes. that will be fine. Love you. Be safe.
